country,iso3c,targeted_pop_group,comments,date_implemented,source,source_type,link,category_final,code,measure_final
Angola,AGO,No,Government purchases 280 ventilators,2020-04-03,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/COVID-Government-purchases-280-ventilators,e31dbcea-1314-460d-9e02-d249504a5e8e.html",PH - Public health measures,PH11,PH11 - Strengthening the public health system
Angola,AGO,No,Opposition UNITA reaffirms institutional support for authorities,2020-04-03,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/sociedade/2020/3/14/Covid-Opposition-UNITA-reaffirms-institutional-support-for-authorities,8cf3e4d7-80c4-49b6-9c2b-e9214a3976da.html",PH - Public health measures,PH2,PH2 - Awareness campaigns
Angola,AGO,Yes,Prosecutor orders release of detainees in pre-trial detention,2020-04-04,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/COVID-Prosecutor-orders-release-detainees-pre-trial-detention,2593d6d4-9190-4d06-95a5-cb309b63d558.html",SD - Social distancing,SD3,SD3 - Limit public gatherings
Angola,AGO,Yes,35 markets closed countrywide,2020-04-05,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/COVID-markets-closed-countrywide,99068242-cec8-468f-bda7-f7a7617cb510.html",SD - Social distancing,SD3,SD3 - Limit public gatherings
Angola,AGO,Yes,"Angola has spent so far 4.5 billion Kwanzas (equivalent to USD 9 million) on expenses related to the prevention and fighting against Covid-19, said Inter-ministerial Commission.",2020-04-06,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/saude/2020/3/15/Covid-Over-AKz-bln-spent-fighting-coronavirus,3d041ffc-b42a-4443-92d5-23380841d8fc.html",NA,NA,NA
Angola,AGO,Yes,"Angola's National Bank (BNA) updated the legislation on the granting of subsidised credit to the real economy, by directing commercial banks to increase the minimum amount that must be granted by the end of 2020, that is, 2% of their net assets to 2.5%, to accelerate the diversification of domestic production.",2020-04-06,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/economia/2020/3/15/BNA-recommends-banks-increase-credit-economy,bbbfbcd0-cbaa-4643-98e8-aa8b324bf8a3.html",NA,NA,NA
Angola,AGO,Yes,"National Statistics Institute (INE) suspended all data collection actions for households, companies and facilities, due to coronavirus pandemic.",2020-04-06,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/economia/2020/3/15/National-Statistics-Institutes-suspends-operations,ca7ae6a9-16dd-4104-9255-6d20100b389c.html",SD - Social distancing,SD3,SD3 - Limit public gatherings
Antigua and Barbuda,ATG,No,Sanitation and hygiene recommendations,2020-03-13,Prime Minister's Statement,Government,https://ab.gov.ag/media_page.php?page=227,PH - Public health measures,PH2,PH2 - Awareness campaigns
Antigua and Barbuda,ATG,No,30 day ban on all parties and similar social events as a pre-emptive measure to prevent the contracting and spread of the coronavirus / covid-19.,2020-03-16,Tourism Authority,Government,https://visitantiguabarbuda.com/contact-us/,SD - Social distancing,SD3,SD3 - Limit public gatherings
Antigua and Barbuda,ATG,Yes,Measures implemented at water payment centers: Senior citizens given priority in customer queues; controlled lines at payment centers enforced; use of sanitation station required on entry to office; designated waiting area to facilitate social distancing,2020-03-16,Public Works Authority,Government,https://ab.gov.ag/pdf/APUA_COVID-19.pdf,SD - Social distancing,SD3,SD3 - Limit public gatherings
Antigua and Barbuda,ATG,Yes,"Members of the Antigua and Barbuda Hotels and Tourist Association met with officials from the Ministry of Health, the Antigua Workers Unions and the Ministry of Tourism to educate about COVID 19 action plan",2020-03-03,"Press Release, Antigua & Barbuda Government",Government,https://ab.gov.ag/media_page.php?page=225,PH - Public health measures,PH2,PH2 - Awareness campaigns
Antigua and Barbuda,ATG,No,All educational institutions closed until 27 March 2020 with possibility of extension,2020-03-15,"Ministry of education, Science, and Technology",Government,https://ab.gov.ag/pdf/MoEST_COVID-19_Closures.pdf,SD - Social distancing,SD5,SD5 - Schools closure 
Antigua and Barbuda,ATG,No,Antigua Public Utilities Authority (APUA) created an internal taskforce  to recommend systematic business continuity plans that can be implemented,2020-03-16,Antigua & Barbuda Government,Government,https://ab.gov.ag/pdf/APUA_COVID-19.pdf,NA,NA,NA
Antigua and Barbuda,ATG,Yes,"Calls made to COVID Hotline 463-6843 will not incur charges from inet home, mobile and",2020-03-16,Antigua & Barbuda Government,Government,https://ab.gov.ag/pdf/APUA_COVID-19.pdf,NA,NA,NA
Argentina,ARG,No,Flights from countries with COVID transmissions.,2020-03-12,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/argentine/#,MR - Movement restrictions,MR8,MR8 - International flights suspension
Argentina,ARG,No,For long term,2020-03-11,Ministry of Foreign Affairs - Francce,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/argentine/#,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Argentina,ARG,Yes,"From Europe, UK, USA, South Korea, Japan, China and Iran, for 14 days",2020-03-12,Ministry of Foreign Affairs - Francce,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/argentine/#,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Argentina,ARG,No,Restrict public gathering for sport events and closes cultural spaces,2020-03-12,Ministry of Health,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,SD - Social distancing,SD3,SD3 - Limit public gatherings
Argentina,ARG,Yes,"For non-residents and travellers from the Schengen Area, UK, US, Iran, China, Japan and South Corea",2020-03-15,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/argentine/,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Argentina,ARG,No,"Restriction on intercity domestic buses, trains, and flights through Wednesday, March 25",2020-03-19,Ministry of Foreign Affairs - US,Government,https://ar.usembassy.gov/covid-19/,MR - Movement restrictions,MR7,MR7 - Domestic travel restrictions
Argentina,ARG,No,Forbidding standing room passengers in public transports,2020-03-19,Ministry of Foreign Affairs - US,Government,https://ar.usembassy.gov/covid-19/,SD - Social distancing,SD3,SD3 - Limit public gatherings
Argentina,ARG,No,All relevant public services transfered online.,2020-03-16,Ministry of Health — Argentina,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,SD - Social distancing,SD4,SD4 - Public services closure 
Argentina,ARG,No,Social protection plan to ensure alimentation and health for all,2020-03-16,Ministry of Health — Argentina,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,NA,NA,NA
Argentina,ARG,No,Plan of investment to protect employment and the economy,2020-03-17,Ministry of Health — Argentina,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,NA,NA,NA
Argentina,ARG,No,Construction of 8 temporary hospitals,2020-03-18,Ministry of Health — Argentina,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Argentina,ARG,No,"Until 31st of March included, travels are restricted excepted for valid reasons and population is forced to quarantine. Limited quarantine exemptions include movement to obtain food and medical care and travel to the international airport for ticketed passengers only. Enforced by the police.",2020-03-19,Ministry of Health — Argentina,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,LD - Lockdown,LD3,LD3 - Partial lockdown
Argentina,ARG,No,Campaign for argentinians abroad,2020-02-17,Ministry of Health — Argentina,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,PH - Public health measures,PH2,PH2 - Awareness campaigns
Argentina,ARG,No,Price control on basic goods and food for 30 days.,2020-03-20,Government — Argentina,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,NA,NA,NA
Argentina,ARG,No,One-time payment of 10.000 AR$ to the unemployed and precarious workers.,2020-03-23,Government — Argentina,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,NA,NA,NA
Argentina,ARG,No,National state of emergency declared.,2020-03-19,US Embassy,Government,https://ar.usembassy.gov/covid-19/,NA,NA,NA
Argentina,ARG,No,For 2 weeks.,2020-03-16,Government — Argentina,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,SD - Social distancing,SD5,SD5 - Schools closure 
Argentina,ARG,No,"Government suspends bank account closure as well as water, electricity and gaz closure due to lack of payment.",2020-03-24,MoH,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,NA,NA,NA
Argentina,ARG,No,Every person entering the country must use the mobile app COVID-19  for  minimum of 14 days.,2020-03-25,MoH,Government,https://www.boletinoficial.gob.ar/detalleAviso/primera/227170/20200326,MR - Movement restrictions,MR9,MR9 - Surveillance and monitoring
Argentina,ARG,No,Border closure is extended until 31st of March.,2020-03-26,MoH,Government,https://www.boletinoficial.gob.ar/detalleAviso/primera/227192/20200327,MR - Movement restrictions,MR3,MR3 - Border closure 
Argentina,ARG,Yes,Every healh worker will receive a economic bonus of 5000 AR$.,2020-03-26,MoH,Government,https://www.boletinoficial.gob.ar/detalleAviso/primera/227193/20200327,NA,NA,NA
Argentina,ARG,Yes,Every security and defence worker will receive a economic bonus of 5000 AR$.,2020-03-28,MoH,Government,https://www.boletinoficial.gob.ar/detalleAviso/primera/227234/20200328,NA,NA,NA
Argentina,ARG,No,Rent payments and eviction for non-payments are suspended.,2020-03-29,MoH,Government,https://www.argentina.gob.ar/coronavirus/medidas-gobierno,NA,NA,NA
Argentina,ARG,No,State of emergency extended until 12th of April.,2020-03-29,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/argentina/coronavirus,NA,NA,NA
Argentina,ARG,No,Lockdown and forced quarantine extended until 12th of april.,2020-03-29,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/argentina/coronavirus,LD - Lockdown,LD3,LD3 - Partial lockdown
Argentina,ARG,No,Country’s borders are closed for all those entering from 27-31 March.,2020-03-26,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/argentina/coronavirus,MR - Movement restrictions,MR3,MR3 - Border closure 
Armenia,ARM,No,New arrivals also fill out information forms,2020-03-10,Government of the Republic of Armenia,Government,https://www.gov.am/en/news/item/9722/,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Armenia,ARM,Yes,iran for 2 weeks,2020-02-24,US Embassy,Government,https://am.usembassy.gov/u-s-citizen-services/covid-19-information/,MR - Movement restrictions,MR3,MR3 - Border closure 
Armenia,ARM,Yes,"Iran, China",2020-03-11,IATA,Other organisations,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Armenia,ARM,Yes,"Georgia, two weeks closure (likely extended) *citizens may return to respected countries and some cargo permitted to cross",2020-03-14,US Embassy,Government,https://am.usembassy.gov/u-s-citizen-services/covid-19-information/,MR - Movement restrictions,MR3,MR3 - Border closure 
Armenia,ARM,No,NA,2020-01-31,Government of the Republic of Armenia,Government,https://www.gov.am/en/news/item/9668/,PH - Public health measures,PH2,PH2 - Awareness campaigns
Armenia,ARM,Yes,For those with symptoms,2020-03-13,Ministry of health,Government,http://www.moh.am/#3/2677,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Armenia,ARM,No,all schools for 1 week,2020-03-02,Civilnet,Media,https://www.civilnet.am/news/2020/03/02/Coronavirus-Armenian-Government-Introduces-School-Closures-Establishes-Quarantine-Center-in-Tsaghkadzor/377468,SD - Social distancing,SD5,SD5 - Schools closure 
Armenia,ARM,No,for 30 days,2020-03-16,US Embassy of Armenia,Government,https://am.usembassy.gov/u-s-citizen-services/covid-19-information/,NA,NA,NA
Armenia,ARM,No,All schools and Universities,2020-03-16,US Embassy of Armenia,Government,https://am.usembassy.gov/u-s-citizen-services/covid-19-information/,SD - Social distancing,SD5,SD5 - Schools closure 
Armenia,ARM,No,Prohibition of all events over 20 persons,2020-03-16,US Embassy of Armenia,Government,https://am.usembassy.gov/u-s-citizen-services/covid-19-information/,SD - Social distancing,SD3,SD3 - Limit public gatherings
Armenia,ARM,Yes,suspended entry into the country arriving from areas with high risk of COVID-19 infections,2020-03-16,US Embassy of Armenia,Government,https://am.usembassy.gov/u-s-citizen-services/covid-19-information/,MR - Movement restrictions,MR10,MR10 - Visa restrictions
Armenia,ARM,No,symptoms checks and health questionnaires for all travelers permitted to enter the country.,2020-03-16,US Embassy of Armenia,Government,https://am.usembassy.gov/u-s-citizen-services/covid-19-information/,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
